-- 근태
-- dml - Attendance1.sql
-- depth4
-- 작성자: 김민도

-- 기준일: 2026-02-06 (금)
-- 휴일 및 년도별 공휴일에는 데이터값 입력하지 않았음
-- 오전입실 확률 85% / 오후입실 확률 10% / 병가확률 5%(입실,퇴실 없음)
-- 오전입실 '정상'(attendanceTypeSeq=1) 입실(8시30분~8시59분59초) -> 퇴실(17시50분~17시59분59초) 확률 90% / '조퇴'(attendanceTypeSeq=4) 퇴실(16시50분~16시59분59초) 확률 10%
-- 오후입실 '지각'(attendanceTypeSeq=2) 입실(14시00분~14시59분59초) 퇴실(17시50분~17시59분59초)
-- '병가'(attendanceTypeSeq=5)

-- registeredCourseSeq 1, java 과정
-- 2024-01-02 시작 ~ 2024-06-30 종료
-- 1강의실 30/30명
INSERT INTO ATTENDANCE VALUES (1, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:07:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:55:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (7498, TO_DATE('2024-09-12', 'YYYY-MM-DD'), TO_DATE('2024-09-12 08:14:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-12 16:58:00', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7499, TO_DATE('2024-09-13', 'YYYY-MM-DD'), TO_DATE('2024-09-13 08:07:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-13 16:58:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7500, TO_DATE('2024-09-16', 'YYYY-MM-DD'), TO_DATE('2024-09-16 08:10:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-16 17:57:26', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7501, TO_DATE('2024-09-17', 'YYYY-MM-DD'), NULL, NULL, 63, 5);
INSERT INTO ATTENDANCE VALUES (7502, TO_DATE('2024-09-18', 'YYYY-MM-DD'), TO_DATE('2024-09-18 08:07:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-18 17:51:25', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7503, TO_DATE('2024-09-19', 'YYYY-MM-DD'), TO_DATE('2024-09-19 14:08:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-19 17:58:02', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7504, TO_DATE('2024-09-20', 'YYYY-MM-DD'), TO_DATE('2024-09-20 14:42:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-20 17:59:57', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7505, TO_DATE('2024-09-23', 'YYYY-MM-DD'), TO_DATE('2024-09-23 08:02:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-23 17:50:55', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7506, TO_DATE('2024-09-24', 'YYYY-MM-DD'), TO_DATE('2024-09-24 08:04:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-24 17:52:33', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7507, TO_DATE('2024-09-25', 'YYYY-MM-DD'), TO_DATE('2024-09-25 08:20:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-25 16:58:32', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7508, TO_DATE('2024-09-26', 'YYYY-MM-DD'), TO_DATE('2024-09-26 08:15:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-26 17:55:38', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7509, TO_DATE('2024-09-27', 'YYYY-MM-DD'), TO_DATE('2024-09-27 08:25:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-27 17:51:51', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7510, TO_DATE('2024-09-30', 'YYYY-MM-DD'), TO_DATE('2024-09-30 08:14:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-30 17:58:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7511, TO_DATE('2024-10-01', 'YYYY-MM-DD'), TO_DATE('2024-10-01 08:09:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-01 17:57:03', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7512, TO_DATE('2024-10-02', 'YYYY-MM-DD'), TO_DATE('2024-10-02 08:24:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-02 17:58:13', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7513, TO_DATE('2024-10-03', 'YYYY-MM-DD'), TO_DATE('2024-10-03 08:29:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-03 17:56:11', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7514, TO_DATE('2024-10-04', 'YYYY-MM-DD'), TO_DATE('2024-10-04 08:18:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-04 17:58:00', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7515, TO_DATE('2024-10-07', 'YYYY-MM-DD'), TO_DATE('2024-10-07 08:03:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-07 17:52:03', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7516, TO_DATE('2024-10-08', 'YYYY-MM-DD'), TO_DATE('2024-10-08 08:12:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-08 17:50:19', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7517, TO_DATE('2024-10-09', 'YYYY-MM-DD'), TO_DATE('2024-10-09 08:00:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-09 17:53:20', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7518, TO_DATE('2024-10-10', 'YYYY-MM-DD'), TO_DATE('2024-10-10 08:05:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-10 17:52:15', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7519, TO_DATE('2024-10-11', 'YYYY-MM-DD'), NULL, NULL, 63, 5);
INSERT INTO ATTENDANCE VALUES (7520, TO_DATE('2024-10-14', 'YYYY-MM-DD'), TO_DATE('2024-10-14 08:08:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-14 17:57:33', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7521, TO_DATE('2024-10-15', 'YYYY-MM-DD'), TO_DATE('2024-10-15 08:17:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-15 17:56:43', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7522, TO_DATE('2024-10-16', 'YYYY-MM-DD'), TO_DATE('2024-10-16 08:17:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-16 17:58:49', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7523, TO_DATE('2024-10-17', 'YYYY-MM-DD'), TO_DATE('2024-10-17 08:15:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-17 17:52:58', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7524, TO_DATE('2024-10-18', 'YYYY-MM-DD'), TO_DATE('2024-10-18 14:05:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-18 17:57:44', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7525, TO_DATE('2024-10-21', 'YYYY-MM-DD'), TO_DATE('2024-10-21 08:21:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-21 16:56:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7526, TO_DATE('2024-10-22', 'YYYY-MM-DD'), TO_DATE('2024-10-22 14:08:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-22 17:58:33', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7527, TO_DATE('2024-10-23', 'YYYY-MM-DD'), TO_DATE('2024-10-23 08:17:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-23 17:54:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7528, TO_DATE('2024-10-24', 'YYYY-MM-DD'), TO_DATE('2024-10-24 08:11:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-24 17:54:43', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7529, TO_DATE('2024-10-25', 'YYYY-MM-DD'), TO_DATE('2024-10-25 08:23:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-25 17:51:25', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7530, TO_DATE('2024-10-28', 'YYYY-MM-DD'), TO_DATE('2024-10-28 08:11:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-28 17:54:45', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7531, TO_DATE('2024-10-29', 'YYYY-MM-DD'), TO_DATE('2024-10-29 14:55:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-29 17:58:50', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7532, TO_DATE('2024-10-30', 'YYYY-MM-DD'), TO_DATE('2024-10-30 14:24:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-30 17:53:47', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7533, TO_DATE('2024-10-31', 'YYYY-MM-DD'), TO_DATE('2024-10-31 08:13:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-31 17:51:59', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7534, TO_DATE('2024-11-01', 'YYYY-MM-DD'), TO_DATE('2024-11-01 08:19:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-01 17:51:16', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7535, TO_DATE('2024-11-04', 'YYYY-MM-DD'), TO_DATE('2024-11-04 08:29:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-04 17:56:45', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7536, TO_DATE('2024-11-05', 'YYYY-MM-DD'), TO_DATE('2024-11-05 08:03:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-05 17:56:54', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7537, TO_DATE('2024-11-06', 'YYYY-MM-DD'), NULL, NULL, 63, 5);
INSERT INTO ATTENDANCE VALUES (7538, TO_DATE('2024-11-07', 'YYYY-MM-DD'), TO_DATE('2024-11-07 08:06:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-07 17:59:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7539, TO_DATE('2024-11-08', 'YYYY-MM-DD'), TO_DATE('2024-11-08 08:00:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-08 16:50:22', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7540, TO_DATE('2024-11-11', 'YYYY-MM-DD'), TO_DATE('2024-11-11 08:26:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-11 17:59:44', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7541, TO_DATE('2024-11-12', 'YYYY-MM-DD'), TO_DATE('2024-11-12 08:03:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-12 17:52:31', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7542, TO_DATE('2024-11-13', 'YYYY-MM-DD'), TO_DATE('2024-11-13 08:29:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-13 17:58:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7543, TO_DATE('2024-11-14', 'YYYY-MM-DD'), TO_DATE('2024-11-14 08:14:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-14 17:53:46', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7544, TO_DATE('2024-11-15', 'YYYY-MM-DD'), TO_DATE('2024-11-15 08:16:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-15 17:59:17', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7545, TO_DATE('2024-11-18', 'YYYY-MM-DD'), TO_DATE('2024-11-18 08:22:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-18 17:58:38', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7546, TO_DATE('2024-11-19', 'YYYY-MM-DD'), TO_DATE('2024-11-19 14:32:45', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-19 17:56:17', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7547, TO_DATE('2024-11-20', 'YYYY-MM-DD'), TO_DATE('2024-11-20 14:10:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-20 17:51:31', 'YYYY-MM-DD HH24:MI:SS'), 63, 2);
INSERT INTO ATTENDANCE VALUES (7548, TO_DATE('2024-11-21', 'YYYY-MM-DD'), TO_DATE('2024-11-21 08:19:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-21 17:56:07', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7549, TO_DATE('2024-11-22', 'YYYY-MM-DD'), TO_DATE('2024-11-22 08:22:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-22 17:55:12', 'YYYY-MM-DD HH24:MI:SS'), 63, 1);
INSERT INTO ATTENDANCE VALUES (7550, TO_DATE('2024-11-25', 'YYYY-MM-DD'), TO_DATE('2024-11-25 08:03:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-25 16:59:27', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7551, TO_DATE('2024-11-26', 'YYYY-MM-DD'), TO_DATE('2024-11-26 08:06:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-26 16:52:40', 'YYYY-MM-DD HH24:MI:SS'), 63, 4);
INSERT INTO ATTENDANCE VALUES (7552, TO_DATE('2024-05-01', 'YYYY-MM-DD'), TO_DATE('2024-05-01 08:29:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-01 17:55:05', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7553, TO_DATE('2024-05-02', 'YYYY-MM-DD'), TO_DATE('2024-05-02 08:15:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-02 17:52:10', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7554, TO_DATE('2024-05-03', 'YYYY-MM-DD'), TO_DATE('2024-05-03 08:13:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-03 17:57:36', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7555, TO_DATE('2024-05-07', 'YYYY-MM-DD'), TO_DATE('2024-05-07 08:01:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-07 17:55:19', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7556, TO_DATE('2024-05-08', 'YYYY-MM-DD'), TO_DATE('2024-05-08 08:14:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-08 17:53:03', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7557, TO_DATE('2024-05-09', 'YYYY-MM-DD'), TO_DATE('2024-05-09 08:02:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-09 17:57:56', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7558, TO_DATE('2024-05-10', 'YYYY-MM-DD'), TO_DATE('2024-05-10 08:14:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-10 17:56:56', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7559, TO_DATE('2024-05-13', 'YYYY-MM-DD'), TO_DATE('2024-05-13 08:16:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-13 17:57:28', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7560, TO_DATE('2024-05-14', 'YYYY-MM-DD'), TO_DATE('2024-05-14 08:20:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-14 16:54:53', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7561, TO_DATE('2024-05-16', 'YYYY-MM-DD'), TO_DATE('2024-05-16 08:20:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-16 17:51:47', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7562, TO_DATE('2024-05-17', 'YYYY-MM-DD'), TO_DATE('2024-05-17 14:04:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-17 17:58:55', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7563, TO_DATE('2024-05-20', 'YYYY-MM-DD'), TO_DATE('2024-05-20 08:25:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-20 17:55:14', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7564, TO_DATE('2024-05-21', 'YYYY-MM-DD'), TO_DATE('2024-05-21 08:00:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-21 17:53:50', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7565, TO_DATE('2024-05-22', 'YYYY-MM-DD'), TO_DATE('2024-05-22 08:27:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-22 17:57:16', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7566, TO_DATE('2024-05-23', 'YYYY-MM-DD'), TO_DATE('2024-05-23 08:23:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-23 17:59:47', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7567, TO_DATE('2024-05-24', 'YYYY-MM-DD'), TO_DATE('2024-05-24 08:12:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-24 17:57:32', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7568, TO_DATE('2024-05-27', 'YYYY-MM-DD'), TO_DATE('2024-05-27 08:19:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-27 17:51:34', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7569, TO_DATE('2024-05-28', 'YYYY-MM-DD'), TO_DATE('2024-05-28 08:20:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-28 17:59:25', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7570, TO_DATE('2024-05-29', 'YYYY-MM-DD'), TO_DATE('2024-05-29 08:15:45', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-29 17:52:37', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7571, TO_DATE('2024-05-30', 'YYYY-MM-DD'), TO_DATE('2024-05-30 08:04:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-30 17:56:47', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7572, TO_DATE('2024-05-31', 'YYYY-MM-DD'), TO_DATE('2024-05-31 08:04:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-05-31 17:51:12', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7573, TO_DATE('2024-06-03', 'YYYY-MM-DD'), TO_DATE('2024-06-03 08:18:58', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-03 17:53:01', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7574, TO_DATE('2024-06-04', 'YYYY-MM-DD'), TO_DATE('2024-06-04 08:17:35', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-04 17:50:53', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7575, TO_DATE('2024-06-05', 'YYYY-MM-DD'), TO_DATE('2024-06-05 08:13:45', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-05 17:55:26', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7576, TO_DATE('2024-06-07', 'YYYY-MM-DD'), TO_DATE('2024-06-07 08:10:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-07 17:50:07', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7577, TO_DATE('2024-06-10', 'YYYY-MM-DD'), TO_DATE('2024-06-10 14:17:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-10 17:57:44', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7578, TO_DATE('2024-06-11', 'YYYY-MM-DD'), TO_DATE('2024-06-11 08:08:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-11 17:51:29', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7579, TO_DATE('2024-06-12', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7580, TO_DATE('2024-06-13', 'YYYY-MM-DD'), TO_DATE('2024-06-13 08:24:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-13 17:52:06', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7581, TO_DATE('2024-06-14', 'YYYY-MM-DD'), TO_DATE('2024-06-14 08:10:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-14 17:52:31', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7582, TO_DATE('2024-06-17', 'YYYY-MM-DD'), TO_DATE('2024-06-17 08:20:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-17 17:53:18', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7583, TO_DATE('2024-06-18', 'YYYY-MM-DD'), TO_DATE('2024-06-18 08:02:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-18 17:50:44', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7584, TO_DATE('2024-06-19', 'YYYY-MM-DD'), TO_DATE('2024-06-19 14:18:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-19 17:57:57', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7585, TO_DATE('2024-06-20', 'YYYY-MM-DD'), TO_DATE('2024-06-20 08:18:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-20 17:59:48', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7586, TO_DATE('2024-06-21', 'YYYY-MM-DD'), TO_DATE('2024-06-21 08:25:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-21 16:52:12', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7587, TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24 08:26:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-24 17:54:40', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7588, TO_DATE('2024-06-25', 'YYYY-MM-DD'), TO_DATE('2024-06-25 08:26:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-25 17:52:27', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7589, TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26 08:05:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-26 16:51:18', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7590, TO_DATE('2024-06-27', 'YYYY-MM-DD'), TO_DATE('2024-06-27 08:17:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-27 17:59:43', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7591, TO_DATE('2024-06-28', 'YYYY-MM-DD'), TO_DATE('2024-06-28 08:07:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-06-28 17:53:30', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7592, TO_DATE('2024-07-01', 'YYYY-MM-DD'), TO_DATE('2024-07-01 08:03:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-01 17:52:24', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
